2021-11-15 18:47:21,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:47:28,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:47:36,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:47:43,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:47:50,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:47:57,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:05,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:12,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:19,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:26,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:32,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:40,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:47,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:48:54,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:49:01,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:49:09,2,Ethereum,4607.71,1.1,544175281252
2021-11-15 18:49:16,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:49:22,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:49:30,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:49:36,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:49:43,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:49:50,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:49:57,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:04,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:11,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:18,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:25,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:32,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:39,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:46,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:50:53,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:51:00,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:51:08,2,Ethereum,4599.05,0.91,544175281252
2021-11-15 18:51:15,2,Ethereum,4595.9,0.91,543947097908
2021-11-15 18:51:22,2,Ethereum,4595.9,0.91,543947097908
2021-11-15 18:51:29,2,Ethereum,4595.9,0.91,543947097908
2021-11-15 18:51:37,2,Ethereum,4595.9,0.91,543947097908
2021-11-15 18:51:44,2,Ethereum,4595.9,0.91,543947097908
2021-11-15 18:51:51,2,Ethereum,4595.9,0.91,543947097908
2021-11-15 18:51:59,2,Ethereum,4595.9,0.91,543947097908
